704046128	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								0	040	040	04	1	1.0	1	1	1	-4.149377593361	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Kirribilli, New South Wales, Australia	AS	AS02	5060	-33.85	151.217	-1581910	4	Kirribilli, New South Wales, Australia	AS	AS02	5060	-33.85	151.217	-1581910	20171105093000	http://www.afr.com/opinion/columnists/dualcitizenship-fiasco-is-flaying-malcolm-turnbulls-government-alive-20171105-gzf18w
704046129	20171105	201711	2017	2017.8356	AUS	AUSTRALIAN	AUS								NZL	NEW ZEALAND	NZL								1	040	040	04	1	1.0	4	1	4	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046130	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								0	040	040	04	1	1.0	4	1	4	-4.149377593361	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171105093000	http://www.afr.com/opinion/columnists/dualcitizenship-fiasco-is-flaying-malcolm-turnbulls-government-alive-20171105-gzf18w
704046131	20171105	201711	2017	2017.8356	AUS	BRISBANE	AUS								NZL	AUCKLAND	NZL								0	043	043	04	1	2.8	7	1	7	1.21527777777777	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171105093000	http://www.nzherald.co.nz/travel/news/article.cfm?c_id=7&objectid=11940783
704046132	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	111	111	11	3	-2.0	8	1	8	-6.66666666666666	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105093000	http://www.thejakartapost.com/news/2017/11/05/australia-snubs-new-zealand-offer-to-take-refugees-on-png-.html
704046133	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	111	111	11	3	-2.0	10	1	10	-6.66666666666666	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105093000	http://www.thejakartapost.com/news/2017/11/05/australia-snubs-new-zealand-offer-to-take-refugees-on-png-.html
704046134	20171105	201711	2017	2017.8356	AUS	AUSTRALIAN	AUS								NZLGOV	NEW ZEALAND	NZL					GOV			0	110	110	11	3	-2.0	6	1	6	-1.92023633677991	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171105093000	http://www.afr.com/news/malcolm-turnbull-leaves-open-jacinda-arderns-offer-to-resettle-refugees-20171104-gzf0kn
704046135	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								NZLGOV	NEW ZEALAND	NZL					GOV			0	110	110	11	3	-2.0	2	1	2	-1.92023633677991	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171105093000	http://www.afr.com/news/malcolm-turnbull-leaves-open-jacinda-arderns-offer-to-resettle-refugees-20171104-gzf0kn
704046136	20171105	201711	2017	2017.8356	AUS	AUSTRALIAN	AUS								NZLGOV	NEW ZEALAND	NZL					GOV			0	110	110	11	3	-2.0	2	1	2	-1.92023633677991	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105093000	http://www.afr.com/news/malcolm-turnbull-leaves-open-jacinda-arderns-offer-to-resettle-refugees-20171104-gzf0kn
704046137	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								REF	REFUGEE						REF			1	075	075	07	2	7.0	12	1	10	-6.66666666666666	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171105093000	http://www.thejakartapost.com/news/2017/11/05/australia-snubs-new-zealand-offer-to-take-refugees-on-png-.html
704046138	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	0.32537960954447	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/markets/equity-markets/european-markets-a-winner-for-the-brave-and-smart-20171103-gzefa0
704046139	20171105	201711	2017	2017.8356	AUSBUS	AUSTRALIAN	AUS					BUS			EUR	EUROPEAN	EUR								1	042	042	04	1	1.9	6	1	6	0.32537960954447	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105093000	http://www.afr.com/markets/equity-markets/european-markets-a-winner-for-the-brave-and-smart-20171103-gzefa0
704046140	20171105	201711	2017	2017.8356	AUSCOP	VICTORIA	AUS					COP													1	021	021	02	1	3.4	6	1	6	1.8018018018018	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20171105093000	http://www.thecourier.com.au/story/5031367/victorian-and-proud-of-it-sadiki-shares-his-journey-to-ballarat/
704046141	20171105	201711	2017	2017.8356	AUSCVL	SYDNEY	AUS					CVL													1	042	042	04	1	1.9	3	1	3	1.46627565982404	4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	0								4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	20171105093000	https://www.gattonstar.com.au/news/heres-what-visitors-to-australia-from-countries-th/3257741/
704046142	20171105	201711	2017	2017.8356	AUSCVL	SYDNEY	AUS					CVL			CVL	TOURIST						CVL			1	042	042	04	1	1.9	3	1	3	1.46627565982404	4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	20171105093000	https://www.gattonstar.com.au/news/heres-what-visitors-to-australia-from-countries-th/3257741/
704046143	20171105	201711	2017	2017.8356	AUSEDU	AUSTRALIA	AUS					EDU			AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	1	1	1	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046144	20171105	201711	2017	2017.8356	AUSEDU	AUSTRALIA	AUS					EDU			AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	1	1	1	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046145	20171105	201711	2017	2017.8356	AUSEDU	AUSTRALIA	AUS					EDU			NZL	NEW ZEALAND	NZL								0	043	043	04	1	2.8	1	1	1	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046146	20171105	201711	2017	2017.8356	AUSEDU	AUSTRALIAN	AUS					EDU			NZL	NEW ZEALAND	NZL								0	043	043	04	1	2.8	5	1	5	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046147	20171105	201711	2017	2017.8356	AUSEDU	AUSTRALIA	AUS					EDU			NZL	NEW ZEALAND	NZL								0	043	043	04	1	2.8	2	1	2	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046148	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIA	AUS					GOV													1	010	010	01	1	0.0	2	1	2	2.61437908496732	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/personal-finance/superannuation-and-smsfs/cfmeu-collects-12-million-from-super-funds-20171102-gzdquh
704046149	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIA	AUS					GOV													1	012	012	01	1	-0.4	2	1	2	2.61437908496732	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/personal-finance/superannuation-and-smsfs/cfmeu-collects-12-million-from-super-funds-20171102-gzdquh
704046150	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIA	AUS					GOV			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	-6.66666666666666	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171105093000	http://www.thejakartapost.com/news/2017/11/05/australia-snubs-new-zealand-offer-to-take-refugees-on-png-.html
704046151	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIA	AUS					GOV			AUS	SYDNEY	AUS								1	042	042	04	1	1.9	2	1	2	-6.66666666666666	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105093000	http://www.thejakartapost.com/news/2017/11/05/australia-snubs-new-zealand-offer-to-take-refugees-on-png-.html
704046152	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIAN	AUS					GOV			CHNEDU	CHINESE	CHN					EDU			1	020	020	02	1	3.0	6	1	6	-0.81466395112017	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Li Qing, Hubei, China	CH	CH12	13160	30.0423	115.082	11088884	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105093000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
704046153	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIAN	AUS					GOV			NZL	NEW ZEALANDER	NZL								1	020	020	02	1	3.0	6	1	6	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046154	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIAN	AUS					GOV			NZL	NEW ZEALAND	NZL								1	040	040	04	1	1.0	6	1	6	-2.7027027027027	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	https://i.stuff.co.nz/national/politics/98580435/new-zealand-tit-for-tat-on-aussies-breaks-with-tradition
704046155	20171105	201711	2017	2017.8356	AUSGOV	AUSTRALIA	AUS					GOV			NZL	NEW ZEALAND	NZL								0	040	040	04	1	1.0	1	1	1	-4.149377593361	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105093000	http://www.afr.com/opinion/columnists/dualcitizenship-fiasco-is-flaying-malcolm-turnbulls-government-alive-20171105-gzf18w
704046156	20171105	201711	2017	2017.8356	AUSJUD	AUSTRALIA	AUS					JUD			JUD	PROSECUTOR						JUD			0	052	052	05	1	3.5	4	1	4	-5.55555555555556	4	Queanbeyan, New South Wales, Australia	AS	AS02	4940	-35.3549	149.232	-1596516	4	Queanbeyan, New South Wales, Australia	AS	AS02	4940	-35.3549	149.232	-1596516	4	Queanbeyan, New South Wales, Australia	AS	AS02	4940	-35.3549	149.232	-1596516	20171105093000	http://www.canberratimes.com.au/act-news/nsw-police-in-queanbeyan-monaro-area-using-controversial-suspect-list-20171103-gzehhq.html
704046157	20171105	201711	2017	2017.8356	AUSLEG	AUSTRALIA	AUS					LEG			AUS	AUSTRALIAN	AUS								0	010	010	01	1	0.0	1	1	1	-3.56125356125357	4	Stanwell, Queensland, Australia	AS	AS04	154688	-23.4833	150.317	-1601989	4	Stanwell, Queensland, Australia	AS	AS04	154688	-23.4833	150.317	-1601989	4	Stanwell, Queensland, Australia	AS	AS04	154688	-23.4833	150.317	-1601989	20171105093000	http://www.afr.com/news/politics/tim-nicholls-puts-adani-mine-front-and-centre-of-qld-campaign-20171104-gzf02y
704046158	20171105	201711	2017	2017.8356	BELELI	GUY VERHOFSTADT	BEL					ELI			RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	10	1	10	-2.66836086404067	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105093000	https://www.strategic-culture.org/news/2017/11/05/myth-european-democracy-shocking-revelation.html
704046159	20171105	201711	2017	2017.8356	BGD	BANGLADESH	BGD																		0	111	111	11	3	-2.0	10	1	10	-0.42016806722689	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105093000	http://www.bssnews.net/newsDetails.php?cat=0&id=700648&date=2017-11-05
704046160	20171105	201711	2017	2017.8356	BGD	BANGLADESH	BGD								HLH	HOSPITAL						HLH			0	090	090	09	2	-2.0	4	1	4	-3.89380530973452	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171105093000	http://www.bernama.com/bernama/v8/newsindex.php?id=1407346
704046161	20171105	201711	2017	2017.8356	BGR	BULGARIA	BGR																		1	040	040	04	1	1.0	3	1	3	-2.22790357925493	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171105093000	https://www.theguardian.com/global/2017/nov/05/wild-at-heart-how-one-woman-and-her-husband-live-out-in-the-woods
704046162	20171105	201711	2017	2017.8356	BGR	BULGARIA	BGR																		0	193	193	19	4	-10.0	10	1	10	-2.22790357925493	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171105093000	https://www.theguardian.com/global/2017/nov/05/wild-at-heart-how-one-woman-and-her-husband-live-out-in-the-woods
704046163	20171105	201711	2017	2017.8356	BGR	BULGARIA	BGR								DEU	BAVARIA	DEU								1	040	040	04	1	1.0	7	1	7	-2.22790357925493	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171105093000	https://www.theguardian.com/global/2017/nov/05/wild-at-heart-how-one-woman-and-her-husband-live-out-in-the-woods
704046164	20171105	201711	2017	2017.8356	BGR	BULGARIA	BGR								ITA	ROMA	ITA								0	040	040	04	1	1.0	3	1	3	-2.22790357925493	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171105093000	https://www.theguardian.com/global/2017/nov/05/wild-at-heart-how-one-woman-and-her-husband-live-out-in-the-woods
704046165	20171105	201711	2017	2017.8356	BGR	BULGARIA	BGR								ITA	ROMA	ITA								0	040	040	04	1	1.0	5	1	5	-2.22790357925493	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171105093000	https://www.theguardian.com/global/2017/nov/05/wild-at-heart-how-one-woman-and-her-husband-live-out-in-the-woods
704046166	20171105	201711	2017	2017.8356	BRA	BRAZIL	BRA																		1	051	051	05	1	3.4	2	1	2	-0.46242774566474	4	Sucuri, GoiáBR, Brazil	BR	BR29	40202	-16.4667	-51.75	-674209	0								4	Sucuri, GoiáBR, Brazil	BR	BR29	40202	-16.4667	-51.75	-674209	20171105093000	https://www.japantimes.co.jp/?post_type=news&p=1299870
704046167	20171105	201711	2017	2017.8356	BRA	BRAZIL	BRA																		1	1712	171	17	4	-9.2	4	1	4	-0.46242774566474	4	Sucuri, GoiáBR, Brazil	BR	BR29	40202	-16.4667	-51.75	-674209	0								4	Sucuri, GoiáBR, Brazil	BR	BR29	40202	-16.4667	-51.75	-674209	20171105093000	https://www.japantimes.co.jp/?post_type=news&p=1299870
704046168	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													1	010	010	01	1	0.0	10	1	10	1.98019801980199	1	Croatia	HR	HR		45.166667	15.5	HR	0								1	Croatia	HR	HR		45.166667	15.5	HR	20171105093000	https://www.lngworldnews.com/croatian-lng-terminal-environmental-study-set-for-public-discussion/
704046169	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													1	012	012	01	1	-0.4	10	1	10	-3.26086956521739	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171105093000	https://www.dawn.com/news/1367960
704046170	20171105	201711	2017	2017.8356	BUS	INDUSTRY						BUS													0	012	012	01	1	-0.4	10	1	10	2.31660231660232	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/news/policy/education/growing-a-cybersecurity-workforce-at-home-20171101-gzcqe1
704046171	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS													0	012	012	01	1	-0.4	6	1	6	-1.50943396226415	1	Singapore	SN	SN		1.366667	103.8	SN	0								1	Singapore	SN	SN		1.366667	103.8	SN	20171105093000	https://www.nst.com.my/opinion/columnists/2017/11/299354/think-tech-companies
704046172	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS													0	012	012	01	1	-0.4	4	1	4	-1.50943396226415	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20171105093000	https://www.nst.com.my/opinion/columnists/2017/11/299354/think-tech-companies
704046173	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS													1	020	020	02	1	3.0	10	1	10	2.31660231660232	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/news/policy/education/growing-a-cybersecurity-workforce-at-home-20171101-gzcqe1
704046174	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS													1	022	022	02	1	3.2	10	1	10	-2.35081374321881	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20171105093000	https://www.myjoyonline.com/business/2017/November-5th/government-to-track-tax-exemptions-with-electronic-system.php
704046175	20171105	201711	2017	2017.8356	BUS	TRADER						BUS													0	036	036	03	1	4.0	5	1	5	1.5600624024961	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171105093000	http://www.news18.com/news/india/no-magic-wand-for-kashmir-only-serious-effort-dineshwar-sharma-begins-talks-process-tomorrow-1567635.html
704046176	20171105	201711	2017	2017.8356	BUS	EMPLOYER						BUS													1	042	042	04	1	1.9	10	1	10	-5.66801619433198	1	Nepal	NP	NP		28	84	NP	0								1	Nepal	NP	NP		28	84	NP	20171105093000	http://www.bernama.com/bernama/v8/newsindex.php?id=1407365
704046177	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													0	042	042	04	1	1.9	5	1	5	-1.07642626480086	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171105093000	https://siliconslopes.com/contrary-capital-launches-in-americas-top-55-major-research-universities-including-byu-and-utah-d35a8471fe40?gi=91c11548d289
704046178	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													0	043	043	04	1	2.8	5	1	5	-1.07642626480086	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171105093000	https://siliconslopes.com/contrary-capital-launches-in-americas-top-55-major-research-universities-including-byu-and-utah-d35a8471fe40?gi=91c11548d289
704046179	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													1	060	060	06	2	6.0	10	1	10	-0.522193211488254	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/real-estate/commercial/investment/investors-buying-farms-on-yields-as-low-as-two-per-cent-20171103-gzedz2
704046180	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													1	071	071	07	2	7.4	15	1	15	0.523330887330271	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/real-estate/commercial/investment/investors-buying-farms-on-yields-as-low-as-two-per-cent-20171103-gzedz2
704046181	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													1	071	071	07	2	7.4	10	1	10	1.1441647597254	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171105093000	http://www.hulldailymail.co.uk/news/hull-must-continue-surprise-take-726526
704046182	20171105	201711	2017	2017.8356	BUS	BUSINESS EXECUTIVE						BUS													0	080	080	08	2	5.0	5	1	5	-6.69077757685353	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	0								4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20171105093000	http://ameinfo.com/money/economy/past-despair-leads-future-hope/
704046183	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													1	080	080	08	2	5.0	15	1	10	-0.522193211488254	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105093000	http://www.afr.com/real-estate/commercial/investment/investors-buying-farms-on-yields-as-low-as-two-per-cent-20171103-gzedz2
704046184	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS													1	091	091	09	2	-2.0	10	1	10	-0.31347962382445	4	Santhal, Gujarat, India	IN	IN09	70129	23.4833	72.25	-2110271	0								4	Santhal, Gujarat, India	IN	IN09	70129	23.4833	72.25	-2110271	20171105093000	http://www.deccanchronicle.com/business/companies/051117/govt-to-give-60-per-cent-stake-in-ongc-fields-to-pvt-firms.html
704046185	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													1	114	114	11	3	-2.0	5	1	5	-2.5974025974026	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105093000	https://www.fin24.com/Economy/cellsaf-ups-the-fight-20171105-2
704046186	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS													1	1721	172	17	4	-5.0	5	1	5	-1.38339920948617	0								0								0								20171105093000	http://www.tribuneindia.com/news/business/low-agri-commodity-prices-note-ban-gst-impacts-hold-back-faster-rural-recovery-says-report/492839.html
704046187	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS													1	193	193	19	4	-10.0	6	1	6	1.65016501650165	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105093000	http://www.afr.com/business/woodside-shoots-down-josh-frydenbergs-gas-pipeline-study-20171105-gzfajs
704046188	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS			AUS	AUSTRALIA	AUS								1	193	193	19	4	-10.0	4	1	4	1.65016501650165	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105093000	http://www.afr.com/business/woodside-shoots-down-josh-frydenbergs-gas-pipeline-study-20171105-gzfajs
704046189	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS			DEU	GERMANY	DEU								0	030	030	03	1	4.0	1	1	1	-2.77986476333584	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105093000	https://www.theguardian.com/environment/2017/nov/05/the-cop23-climate-change-summit-in-bonn-and-why-it-matters
