704073962	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS													1	060	060	06	2	6.0	10	1	10	-1.2970168612192	1	Guyana	GY	GY		5	-59	GY	0								1	Guyana	GY	GY		5	-59	GY	20171105130000	http://newsday.co.tt/2017/11/05/new-better-cepep/
704073963	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													1	071	071	07	2	7.4	4	1	4	1.6359918200409	3	Blackrock, New Mexico, United States	US	USNM	NM031	35.0884	-108.791	899539	0								3	Blackrock, New Mexico, United States	US	USNM	NM031	35.0884	-108.791	899539	20171105130000	https://www.dispatchtribunal.com/2017/11/05/q3-2017-eps-estimates-for-cimarex-energy-co-xec-reduced-by-analyst.html
704073964	20171105	201711	2017	2017.8356	BUS	BANK						BUS													0	071	071	07	2	7.4	10	1	10	0.52083333333333	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171105130000	https://www.dispatchtribunal.com/2017/11/05/stock-buyback-program-authorized-by-bank-of-hawaii-corporation-boh.html
704073965	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS													1	071	071	07	2	7.4	6	1	6	1.6359918200409	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171105130000	https://www.dispatchtribunal.com/2017/11/05/q3-2017-eps-estimates-for-cimarex-energy-co-xec-reduced-by-analyst.html
704073966	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													0	111	111	11	3	-2.0	6	1	6	2.11742059672763	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105130000	https://www.marketwatch.com/investing/stock/grub
704073967	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													1	111	111	11	3	-2.0	10	1	10	-2.5	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171105130000	https://www.thesun.co.uk/news/4845851/multi-millionaire-who-runs-britains-worst-hotel-chain-britannia-lives-in-a-10-bedroom-3-4m-mansion-while-guests-stay-in-filthy-sholes/
704073968	20171105	201711	2017	2017.8356	BUS	BANK						BUS													0	128	128	12	3	-5.0	5	1	5	-4.7741935483871	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171105130000	https://www.irishcentral.com/opinion/others/why-do-the-irish-despise-those-who-seek-the-truth
704073969	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS													0	128	128	12	3	-5.0	10	1	10	-2.5	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171105130000	https://www.thesun.co.uk/news/4845851/multi-millionaire-who-runs-britains-worst-hotel-chain-britannia-lives-in-a-10-bedroom-3-4m-mansion-while-guests-stay-in-filthy-sholes/
704073970	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS			AFR	AFRICA	AFR								0	0211	021	02	1	3.4	10	1	10	1.02739726027397	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171105130000	http://gulfnews.com/business/analysis/use-infrastructure-spending-to-build-a-way-to-growth-1.2118815
704073971	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS			AFR	AFRICA	AFR								0	071	071	07	2	7.4	5	1	5	1.02739726027397	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105130000	http://gulfnews.com/business/analysis/use-infrastructure-spending-to-build-a-way-to-growth-1.2118815
704073972	20171105	201711	2017	2017.8356	BUS	INVESTOR						BUS			AFRBUS	AFRICA	AFR					BUS			0	071	071	07	2	7.4	5	1	5	1.02739726027397	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105130000	http://gulfnews.com/business/analysis/use-infrastructure-spending-to-build-a-way-to-growth-1.2118815
704073973	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			COP	POLICE						COP			1	010	010	01	1	0.0	10	1	10	-8.16326530612245	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105130000	http://www.channelnewsasia.com/news/singapore/attempt-to-scam-woman-of-s-31-000-foiled-by-remittance-company-9377032
704073974	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS			COP	LAW ENFORCEMENT AUTHORITIES						COP			0	046	046	04	1	7.0	3	1	3	-3.38345864661654	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171105130000	http://www.abc57.com/news/what-we-know-and-dont-know-about-uber-background-checks
704073975	20171105	201711	2017	2017.8356	BUS	COMPANIES						BUS			COP	LAW ENFORCEMENT AUTHORITIES						COP			0	046	046	04	1	7.0	2	1	2	-3.38345864661654	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171105130000	http://www.abc57.com/news/what-we-know-and-dont-know-about-uber-background-checks
704073976	20171105	201711	2017	2017.8356	BUS	INDUSTRY						BUS			GOV	ADMINISTRATION						GOV			0	120	120	12	3	-4.0	3	1	3	1.19521912350598	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105130000	http://www.heraldbulletin.com/opinion/editorials/editorial-under-trump-and-pruitt-epa-serves-big-business/article_e8f8b9a6-6cfd-5e4b-9d13-cc6f1a33e925.html
704073977	20171105	201711	2017	2017.8356	BUS	INDUSTRY						BUS			GOV	ADMINISTRATION						GOV			0	120	120	12	3	-4.0	2	1	2	1.19521912350598	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171105130000	http://www.heraldbulletin.com/opinion/editorials/editorial-under-trump-and-pruitt-epa-serves-big-business/article_e8f8b9a6-6cfd-5e4b-9d13-cc6f1a33e925.html
704073978	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			MEX	MEXICO	MEX								0	111	111	11	3	-2.0	4	1	4	2.11742059672763	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171105130000	https://www.marketwatch.com/investing/stock/grub
704073979	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			TZA	TANZANIAN	TZA								1	060	060	06	2	6.0	2	1	2	-3.18181818181818	4	De Beers, Free State, South Africa	SF	SF03	77328	-28.165	27.7492	-1219973	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171105130000	https://www.fin24.com/Companies/Mining/diamond-stocks-are-crashing-this-year-but-gem-prices-arent-20171002
704073980	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			TZA	TANZANIAN	TZA								1	060	060	06	2	6.0	2	1	2	-3.18181818181818	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171105130000	https://www.fin24.com/Companies/Mining/diamond-stocks-are-crashing-this-year-but-gem-prices-arent-20171002
704073981	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			TZAGOV	TANZANIA	TZA					GOV			1	060	060	06	2	6.0	2	1	2	-3.18181818181818	4	De Beers, Free State, South Africa	SF	SF03	77328	-28.165	27.7492	-1219973	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171105130000	https://www.fin24.com/Companies/Mining/diamond-stocks-are-crashing-this-year-but-gem-prices-arent-20171002
704073982	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			TZAGOV	TANZANIAN	TZA					GOV			1	060	060	06	2	6.0	4	1	4	-3.18181818181818	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171105130000	https://www.fin24.com/Companies/Mining/diamond-stocks-are-crashing-this-year-but-gem-prices-arent-20171002
704073983	20171105	201711	2017	2017.8356	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	3.46289752650177	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	20171105130000	http://www.pressrepublican.com/news/local_news/spotlight-on-business-nov/article_b54236f9-3d6b-5d77-b9f9-e904d14b7cd5.html
704073984	20171105	201711	2017	2017.8356	BUS	BANK						BUS			USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	3.46289752650177	3	Glens Falls, New York, United States	US	USNY	NY113	43.3095	-73.644	951223	3	Glens Falls, New York, United States	US	USNY		43.3095	-73.644	951223	3	Glens Falls, New York, United States	US	USNY		43.3095	-73.644	951223	20171105130000	http://www.pressrepublican.com/news/local_news/spotlight-on-business-nov/article_b54236f9-3d6b-5d77-b9f9-e904d14b7cd5.html
704073985	20171105	201711	2017	2017.8356	BUSCRM	BANK						BUS	CRM		GOV	GOVERNMENT						GOV			0	090	090	09	2	-2.0	5	1	5	-5.88235294117647	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105130000	https://www.nbcnews.com/think/opinion/why-white-house-searching-leakers-instead-hackers-ncna817396
704073986	20171105	201711	2017	2017.8356	CAN	CANADA	CAN																		1	051	051	05	1	3.4	6	1	6	3.83693045563549	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171105130000	https://www.parrysound.com/news-story/7767143-transgender-woman-honoured-as-a-muskoka-woman-of-distinction/
704073987	20171105	201711	2017	2017.8356	CAN	CANADA	CAN																		1	070	070	07	2	7.0	8	1	8	3.83693045563549	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	0								4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	20171105130000	https://www.parrysound.com/news-story/7767143-transgender-woman-honoured-as-a-muskoka-woman-of-distinction/
704073988	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								JUD	HIGH COURT						JUD			0	010	010	01	1	0.0	2	1	2	-3.75	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	20171105130000	http://medicinehatnews.com/news/world-news/2017/11/05/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704073989	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								JUD	HIGH COURT						JUD			0	010	010	01	1	0.0	1	1	1	-3.75	1	Brazil	BR	BR		-10	-55	BR	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	20171105130000	http://medicinehatnews.com/news/world-news/2017/11/05/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704073990	20171105	201711	2017	2017.8356	CAN	MONTREAL	CAN								MED	JOURNALIST						MED			1	040	040	04	1	1.0	8	1	8	2.20588235294118	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171105130000	https://www.marketwatch.com/story/mercury-poisoning-september-williams-md-author-of-chasing-mercury-at-art-exhibit-post119-the-new-now-2017-11-05
704073991	20171105	201711	2017	2017.8356	CAN	MONTREAL	CAN								MED	JOURNALIST						MED			1	040	040	04	1	1.0	2	1	2	2.20588235294118	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171105130000	https://www.marketwatch.com/story/mercury-poisoning-september-williams-md-author-of-chasing-mercury-at-art-exhibit-post119-the-new-now-2017-11-05
704073992	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								MED	SPOKESMAN						MED			1	051	051	05	1	3.4	2	1	2	-0.99173553719008	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20171105130000	http://news.trust.org/item/20171105124820-0izeo
704073993	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								NGO	ROTARY CLUB						NGO			0	046	046	04	1	7.0	4	1	4	3.83693045563549	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	20171105130000	https://www.parrysound.com/news-story/7767143-transgender-woman-honoured-as-a-muskoka-woman-of-distinction/
704073994	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								NGOCHR	YWCA				CHR		NGO			1	036	036	03	1	4.0	8	1	4	3.83693045563549	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	20171105130000	https://www.parrysound.com/news-story/7767143-transgender-woman-honoured-as-a-muskoka-woman-of-distinction/
704073995	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								SSD	SOUTH SUDAN	SSD								0	0874	087	08	2	10.0	1	1	1	0.51132213294375	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	20171105130000	https://www.thestar.com/news/world/2017/11/05/japanese-peacekeeping-restrained-by-pacifist-laws-modern-day-risks.html
704073996	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								SSD	SOUTH SUDAN	SSD								0	0874	087	08	2	10.0	4	1	4	0.51132213294375	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	1	South Sudan	OD	OD		8	30	OD	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	20171105130000	https://www.thestar.com/news/world/2017/11/05/japanese-peacekeeping-restrained-by-pacifist-laws-modern-day-risks.html
704073997	20171105	201711	2017	2017.8356	CAN	CANADA	CAN								VEN	VENEZUELA	VEN								0	010	010	01	1	0.0	1	1	1	-3.75	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Medicine Hat, Alberta, Canada	CA	CA01	12520	50.0333	-110.683	-569088	20171105130000	http://medicinehatnews.com/news/world-news/2017/11/05/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/
704073998	20171105	201711	2017	2017.8356	CHE	SWITZERLAND	CHE								JUD	SUPREME COURT						JUD			1	020	020	02	1	3.0	4	1	4	0.13020833333333	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105130000	http://www.uktamilnews.com/?p=26715
704073999	20171105	201711	2017	2017.8356	CHE	SWITZERLAND	CHE								JUD	SUPREME COURT						JUD			1	110	110	11	3	-2.0	4	1	4	0.13020833333333	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171105130000	http://www.uktamilnews.com/?p=26715
704074000	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN																		1	010	010	01	1	0.0	3	1	3	8.33333333333333	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	0								4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	20171105130000	http://alibi.com/events/245874/Afternoon-Tea.html
704074001	20171105	201711	2017	2017.8356	CHN	BEIJING	CHN																		1	0311	031	03	1	5.2	2	1	2	2.30769230769231	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105130000	https://aawsat.com/english/home/article/1074236/china-commerce-vice-minister-riyadh-beijing-set-20-bln-investment-fund
704074002	20171105	201711	2017	2017.8356	CHN	SHANGHAI	CHN																		1	042	042	04	1	1.9	2	1	2	3.75265924164685	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704074003	20171105	201711	2017	2017.8356	CHN	SHANGHAI	CHN																		1	042	042	04	1	1.9	2	1	2	3.75265924164685	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704074004	20171105	201711	2017	2017.8356	CHN	SHANGHAI	CHN																		1	046	046	04	1	7.0	2	1	2	3.75265924164685	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704074005	20171105	201711	2017	2017.8356	CHN	SHANGHAI	CHN																		1	046	046	04	1	7.0	2	1	2	3.75265924164685	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704074006	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN								BUS	BUSINESS						BUS			1	013	013	01	1	0.4	4	1	4	1.96560196560197	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074007	20171105	201711	2017	2017.8356	CHN	BEIJING	CHN								CHNGOVBUS	CHINA	CHN					GOV	BUS		1	020	020	02	1	3.0	2	1	2	-0.52910052910052	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105130000	http://borneobulletin.com.bn/china-central-bank-governor-wants-more-financial-reform-opening-up/
704074008	20171105	201711	2017	2017.8356	CHN	CANTON	CHN								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	3	1	3	0.311041990668739	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171105130000	http://www.watertowndailytimes.com/news05/norwood-norfolk-students-apply-curriculum-to-mock-trial-20171105
704074009	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								EUR	EUROPE	EUR								1	110	110	11	3	-2.0	10	1	10	8.33333333333333	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	20171105130000	http://alibi.com/events/245874/Afternoon-Tea.html
704074010	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								GOV	KINGDOM						GOV			1	061	061	06	2	6.4	2	1	2	2.30769230769231	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105130000	https://aawsat.com/english/home/article/1074236/china-commerce-vice-minister-riyadh-beijing-set-20-bln-investment-fund
704074011	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								GOV	KINGDOM						GOV			1	061	061	06	2	6.4	6	1	6	2.30769230769231	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Yanbu, Guangdong, China	CH	CH30	13033	23.087	113.17	-1935086	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105130000	https://aawsat.com/english/home/article/1074236/china-commerce-vice-minister-riyadh-beijing-set-20-bln-investment-fund
704074012	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								GOV	KINGDOM						GOV			1	061	061	06	2	6.4	2	1	2	2.30769230769231	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105130000	https://aawsat.com/english/home/article/1074236/china-commerce-vice-minister-riyadh-beijing-set-20-bln-investment-fund
704074013	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	020	020	02	1	3.0	6	1	6	8.33333333333333	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	1	Japan	JA	JA		36	138	JA	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	20171105130000	http://alibi.com/events/245874/Afternoon-Tea.html
704074014	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	020	020	02	1	3.0	2	1	2	8.33333333333333	4	Gongfu, Fujian, China	CH	CH07	13009	25.8583	118.989	9167115	1	Taiwan	TW	TW		24	121	TW	1	Japan	JA	JA		36	138	JA	20171105130000	http://alibi.com/events/245874/Afternoon-Tea.html
704074015	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								MLT	MALTA	MLT								1	040	040	04	1	1.0	2	1	2	3.75265924164685	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704074016	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN								NPL	NEPAL	NPL								1	042	042	04	1	1.9	4	1	4	1.96560196560197	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074017	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	020	020	02	1	3.0	8	1	8	1.96560196560197	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074018	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	020	020	02	1	3.0	2	1	2	1.96560196560197	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074019	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	0311	031	03	1	5.2	8	1	8	1.96560196560197	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074020	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	0311	031	03	1	5.2	2	1	2	1.96560196560197	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074021	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	060	060	06	2	6.0	6	1	6	1.96560196560197	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074022	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	060	060	06	2	6.0	2	1	2	1.96560196560197	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
704074023	20171105	201711	2017	2017.8356	CHN	YUNNAN	CHN								SAS	SOUTH ASIA	SAS								1	060	060	06	2	6.0	2	1	2	1.96560196560197	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Jilin, Jilin, China	CH	CH05	13169	43.8508	126.56	-1912247	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171105130000	http://news.xinhuanet.com/english/2017-11/05/c_136729851.htm
